sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class
Female,27.0,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K
Female,25.0,White,Never-married,Bachelors,Guatemala,Private,Prof-specialty,<=50K
Male,36.0,Other,Married-civ-spouse,Masters,Iran,Private,Prof-specialty,>50K
Male,22.0,Amer-Indian-Eskimo,Never-married,12th,United-States,Private,Handlers-cleaners,<=50K
Male,32.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K
Female,37.0,Black,Separated,Bachelors,United-States,Private,Exec-managerial,<=50K
Male,22.0,White,Never-married,HS-grad,United-States,Private,Prof-specialty,<=50K
Female,29.0,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,>50K
Male,42.0,White,Never-married,Preschool,United-States,Private,Handlers-cleaners,<=50K
Female,45.0,White,Never-married,Assoc-voc,United-States,Private,Sales,
Female,33.0,White,Divorced,Bachelors,United-States,Private,Adm-clerical,<=50K
Female,39.0,White,Separated,Some-college,United-States,Private,Prof-specialty,<=50K
Male,27.0,White,Never-married,12th,United-States,Private,Machine-op-inspct,<=50K
Female,53.0,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,>50K
Female,30.0,White,Never-married,Bachelors,United-States,Private,Other-service,<=50K
Male,52.0,Black,Widowed,Some-college,United-States,Self-emp-not-inc,Craft-repair,<=50K
Male,43.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Sales,>50K
Male,47.0,White,Never-married,Masters,United-States,Local-gov,Prof-specialty,>50K
Male,61.0,Black,Married-civ-spouse,HS-grad,India,Private,Protective-serv,<=50K
Male,39.0,Black,Divorced,Masters,Dominican-Republic,Local-gov,Prof-specialty,
Male,47.0,White,Divorced,Some-college,United-States,Private,Sales,<=50K
Male,19.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,37.0,White,Married-civ-spouse,Some-college,United-States,Private,Machine-op-inspct,<=50K
Male,31.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,69.0,White,Married-civ-spouse,Assoc-voc,United-States,Self-emp-not-inc,Sales,<=50K
Male,29.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,24.0,Other,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K
Male,42.0,White,Separated,HS-grad,Poland,Private,Handlers-cleaners,<=50K
Male,30.0,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Protective-serv,>50K
Female,,White,Married-spouse-absent,Masters,United-States,Private,Sales,
Male,27.0,White,Never-married,Assoc-voc,United-States,Private,Handlers-cleaners,<=50K
Female,53.0,Black,Divorced,HS-grad,United-States,Private,Exec-managerial,<=50K
Male,35.0,White,Married-civ-spouse,HS-grad,United-States,State-gov,Craft-repair,<=50K
Male,22.0,White,Married-civ-spouse,12th,United-States,Private,Transport-moving,<=50K
Male,25.0,Black,Separated,HS-grad,United-States,Private,Protective-serv,<=50K
Female,38.0,Black,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,>50K
Female,27.0,White,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K
Male,30.0,White,Married-civ-spouse,9th,United-States,Private,Other-service,<=50K
Female,27.0,White,Divorced,Bachelors,United-States,Private,Prof-specialty,<=50K
Male,25.0,White,Never-married,Bachelors,United-States,Private,Prof-specialty,
Female,32.0,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,70.0,White,Widowed,10th,United-States,Private,Craft-repair,<=50K
Male,50.0,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,<=50K
Female,40.0,White,Married-civ-spouse,Some-college,United-States,Private,Other-service,<=50K
Male,34.0,Black,Married-spouse-absent,11th,United-States,Private,Craft-repair,<=50K
Male,57.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K
Female,39.0,White,Never-married,Masters,United-States,Private,Other-service,<=50K
Female,49.0,White,Divorced,Some-college,United-States,Private,Other-service,<=50K
Male,43.0,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,>50K
Female,26.0,White,Never-married,HS-grad,United-States,Private,Adm-clerical,
Female,31.0,Black,Divorced,Some-college,Japan,Private,Adm-clerical,<=50K
Male,60.0,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Sales,<=50K
Male,46.0,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,>50K
Male,26.0,White,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,>50K
Female,27.0,White,Never-married,Prof-school,United-States,Private,Prof-specialty,<=50K
Female,31.0,Black,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,<=50K
Female,59.0,White,Widowed,HS-grad,United-States,Private,Exec-managerial,<=50K
Female,18.0,White,Never-married,Some-college,United-States,Private,Other-service,<=50K
Male,22.0,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,<=50K
Female,,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Sales,
Male,53.0,White,Married-civ-spouse,10th,United-States,State-gov,Transport-moving,>50K
Male,43.0,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,>50K
Male,24.0,White,Married-civ-spouse,Some-college,United-States,Private,Tech-support,>50K
Female,60.0,White,Widowed,10th,United-States,Private,Tech-support,<=50K
Male,24.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,52.0,Black,Never-married,HS-grad,United-States,Federal-gov,Adm-clerical,<=50K
Male,32.0,White,Married-civ-spouse,Assoc-voc,United-States,Private,Transport-moving,>50K
Female,34.0,White,Separated,10th,United-States,Private,Other-service,<=50K
Male,35.0,White,Married-civ-spouse,Assoc-acdm,United-States,Local-gov,Protective-serv,>50K
Male,38.0,White,Married-spouse-absent,9th,Mexico,Private,Handlers-cleaners,
Male,34.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Farming-fishing,<=50K
Female,53.0,White,Never-married,Prof-school,United-States,Local-gov,Prof-specialty,>50K
Female,23.0,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,40.0,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,<=50K
Male,40.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,50.0,White,Married-civ-spouse,HS-grad,United-States,Private,Farming-fishing,>50K
Female,17.0,White,Never-married,10th,United-States,Private,Sales,<=50K
Female,53.0,White,Divorced,Bachelors,United-States,Local-gov,Prof-specialty,<=50K
Male,32.0,White,Divorced,Bachelors,United-States,Private,Craft-repair,>50K
Male,18.0,White,Never-married,11th,United-States,Private,Sales,
Female,62.0,White,Divorced,10th,United-States,Private,Other-service,<=50K
Male,45.0,White,Married-civ-spouse,Masters,United-States,Private,Other-service,<=50K
Male,46.0,White,Married-civ-spouse,Doctorate,United-States,Private,Prof-specialty,<=50K
Male,73.0,White,Married-civ-spouse,7th-8th,United-States,Self-emp-not-inc,Farming-fishing,<=50K
Male,64.0,White,Married-civ-spouse,Doctorate,United-States,Private,Prof-specialty,>50K
Female,26.0,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K
Male,23.0,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
Male,30.0,White,Never-married,HS-grad,Vietnam,Private,Machine-op-inspct,<=50K
Female,51.0,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K
Female,,White,Divorced,Bachelors,United-States,Self-emp-not-inc,Exec-managerial,
Female,39.0,White,Never-married,Some-college,United-States,Private,Adm-clerical,>50K
Male,35.0,Asian-Pac-Islander,Married-civ-spouse,Masters,India,Self-emp-inc,Prof-specialty,>50K
Female,41.0,White,Widowed,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,31.0,White,Divorced,Some-college,United-States,Private,Craft-repair,<=50K
Male,40.0,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K
Male,46.0,Asian-Pac-Islander,Married-civ-spouse,Prof-school,Philippines,Local-gov,Prof-specialty,>50K
Female,31.0,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Female,41.0,White,Divorced,Some-college,Honduras,Self-emp-inc,Machine-op-inspct,<=50K
Male,42.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K
Male,23.0,White,Never-married,HS-grad,United-States,Private,Sales,
Male,49.0,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,>50K
Male,53.0,Black,Divorced,Assoc-voc,United-States,Private,Tech-support,<=50K
Female,38.0,White,Never-married,Bachelors,United-States,Local-gov,Protective-serv,>50K
Female,36.0,Asian-Pac-Islander,Divorced,Assoc-acdm,Taiwan,Private,Exec-managerial,<=50K
Male,32.0,White,Never-married,Some-college,Mexico,Private,Craft-repair,<=50K
Male,20.0,White,Never-married,11th,Guatemala,Private,Transport-moving,<=50K
Female,22.0,Asian-Pac-Islander,Never-married,Some-college,United-States,Private,Tech-support,<=50K
Male,25.0,Amer-Indian-Eskimo,Never-married,Assoc-voc,United-States,Private,Craft-repair,<=50K
Male,58.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,24.0,White,Never-married,Some-college,United-States,Private,Farming-fishing,
Male,48.0,White,Divorced,HS-grad,United-States,State-gov,Craft-repair,>50K
Male,20.0,White,Never-married,1st-4th,El-Salvador,Private,Farming-fishing,<=50K
Male,60.0,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Exec-managerial,>50K
Male,20.0,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,52.0,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,>50K
Female,36.0,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,>50K
Male,46.0,Asian-Pac-Islander,Married-civ-spouse,Bachelors,Philippines,Local-gov,Prof-specialty,>50K
Female,22.0,White,Never-married,11th,United-States,Private,Sales,<=50K
Female,19.0,White,Never-married,Some-college,United-States,Private,Exec-managerial,<=50K
Male,,White,Never-married,HS-grad,United-States,Private,Sales,
Female,30.0,White,Divorced,Assoc-voc,United-States,Private,Sales,>50K
Male,44.0,White,Never-married,Assoc-acdm,United-States,Private,Craft-repair,<=50K
Male,22.0,White,Never-married,HS-grad,Canada,Private,Sales,<=50K
Male,31.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Sales,<=50K
Male,17.0,White,Never-married,11th,United-States,Private,Adm-clerical,<=50K
Male,21.0,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,67.0,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K
Male,46.0,White,Divorced,7th-8th,United-States,Private,Exec-managerial,<=50K
Male,29.0,White,Divorced,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Female,20.0,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,
Male,27.0,White,Never-married,Some-college,United-States,Private,Other-service,<=50K
Male,35.0,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K
Female,19.0,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Female,36.0,White,Separated,12th,Mexico,Private,Other-service,<=50K
Male,43.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Male,62.0,White,Divorced,Bachelors,United-States,State-gov,Prof-specialty,<=50K
Male,28.0,White,Never-married,Prof-school,Canada,Private,Prof-specialty,<=50K
Female,18.0,White,Never-married,11th,United-States,Private,Other-service,<=50K
Male,59.0,Black,Married-civ-spouse,Prof-school,United-States,Private,Transport-moving,>50K
Male,37.0,White,Divorced,Bachelors,United-States,Private,Exec-managerial,
Male,27.0,Black,Never-married,Some-college,United-States,Private,Craft-repair,<=50K
Female,46.0,White,Divorced,Masters,United-States,Local-gov,Prof-specialty,<=50K
Female,29.0,White,Separated,11th,United-States,Private,Sales,<=50K
Female,33.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Male,62.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,46.0,White,Married-civ-spouse,Doctorate,United-States,Private,Prof-specialty,>50K
Male,28.0,White,Married-civ-spouse,10th,United-States,Private,Machine-op-inspct,<=50K
Female,22.0,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Male,46.0,White,Married-civ-spouse,Masters,United-States,Federal-gov,Armed-Forces,>50K
Male,,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Sales,
Male,34.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,62.0,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K
Male,30.0,White,Married-civ-spouse,Some-college,Poland,Private,Handlers-cleaners,<=50K
Male,19.0,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,27.0,White,Never-married,Assoc-voc,United-States,Private,Machine-op-inspct,<=50K
Male,36.0,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K
Male,52.0,White,Married-civ-spouse,Bachelors,United-States,Private,Machine-op-inspct,>50K
Female,47.0,White,Married-spouse-absent,12th,United-States,Private,Exec-managerial,<=50K
Female,57.0,White,Divorced,HS-grad,United-States,Local-gov,Protective-serv,<=50K
Female,64.0,White,Married-spouse-absent,Some-college,United-States,Private,Exec-managerial,
Female,53.0,White,Widowed,11th,United-States,Private,Other-service,<=50K
Male,53.0,White,Married-civ-spouse,Bachelors,United-States,Private,Craft-repair,>50K
Male,31.0,Asian-Pac-Islander,Separated,Some-college,South,Private,Sales,<=50K
Male,41.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Female,45.0,Black,Separated,HS-grad,United-States,Local-gov,Other-service,<=50K
Female,45.0,White,Divorced,HS-grad,United-States,State-gov,Adm-clerical,<=50K
Female,23.0,White,Never-married,Some-college,United-States,Private,Other-service,<=50K
Male,39.0,White,Married-civ-spouse,Masters,United-States,Local-gov,Prof-specialty,<=50K
Male,31.0,White,Married-civ-spouse,Assoc-voc,United-States,Private,Exec-managerial,<=50K
Male,35.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Farming-fishing,
Male,54.0,White,Married-civ-spouse,Masters,United-States,Private,Transport-moving,>50K
Female,40.0,White,Divorced,Bachelors,United-States,Local-gov,Prof-specialty,<=50K
Male,55.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Exec-managerial,>50K
Male,31.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,58.0,White,Married-civ-spouse,11th,United-States,Self-emp-inc,Transport-moving,<=50K
Male,31.0,White,Married-civ-spouse,Doctorate,United-States,Private,Prof-specialty,>50K
Female,46.0,White,Widowed,HS-grad,United-States,Self-emp-not-inc,Other-service,<=50K
Male,38.0,White,Married-civ-spouse,Assoc-voc,United-States,Private,Craft-repair,<=50K
Female,22.0,White,Never-married,Some-college,United-States,Local-gov,Prof-specialty,<=50K
Male,,White,Married-civ-spouse,HS-grad,England,Self-emp-not-inc,Craft-repair,
Male,73.0,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,<=50K
Male,25.0,White,Married-civ-spouse,Bachelors,United-States,Private,Adm-clerical,>50K
Male,53.0,White,Divorced,Some-college,United-States,Federal-gov,Farming-fishing,<=50K
Male,46.0,White,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,>50K
Female,37.0,Black,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K
Male,30.0,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,29.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,29.0,White,Married-civ-spouse,Some-college,United-States,State-gov,Protective-serv,<=50K
Male,58.0,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K
Female,42.0,Black,Married-civ-spouse,7th-8th,United-States,Self-emp-not-inc,Other-service,
Male,62.0,Black,Divorced,9th,United-States,Local-gov,Protective-serv,<=50K
Male,45.0,Asian-Pac-Islander,Married-civ-spouse,Bachelors,United-States,Local-gov,Farming-fishing,>50K
Male,38.0,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K
Male,36.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Sales,>50K
Male,42.0,White,Married-civ-spouse,7th-8th,United-States,Self-emp-not-inc,Sales,<=50K
Male,47.0,White,Married-civ-spouse,Masters,United-States,Local-gov,Prof-specialty,>50K
Male,42.0,White,Never-married,Some-college,United-States,Self-emp-not-inc,Craft-repair,<=50K
Female,43.0,Black,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,>50K
Male,37.0,White,Married-civ-spouse,Assoc-voc,United-States,Private,Craft-repair,>50K
Female,36.0,White,Married-civ-spouse,Some-college,United-States,State-gov,Exec-managerial,
Female,27.0,Black,Never-married,Bachelors,France,Private,Tech-support,<=50K
Male,54.0,White,Married-spouse-absent,5th-6th,Mexico,Private,Machine-op-inspct,<=50K
Male,48.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,>50K
Female,29.0,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,29.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,37.0,White,Divorced,Some-college,United-States,Private,Other-service,<=50K
Male,55.0,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Sales,<=50K
